Outlet_ID,week,pid,no_units,area(sqft),volume,price,Month,total_sales,product_type,total_volume
ID1429,1,2,93.0,2077.0,1.0,1150,1,106950.0,0,93.0
ID1429,1,2,40.0,2077.0,1.0,1150,1,46000.0,0,40.0
ID1543,1,2,89.0,4363.0,1.0,1150,1,102350.0,0,89.0
ID1543,1,2,95.0,4363.0,1.0,1150,1,109250.0,0,95.0
ID4775,1,2,79.0,1238.0,1.0,1150,1,90850.0,0,79.0
ID2270,1,2,61.0,2255.0,1.0,1150,1,70150.0,0,61.0
ID5002,1,2,75.0,1372.0,1.0,1150,1,86250.0,0,75.0
ID7957,1,2,26.0,4444.0,1.0,1150,1,29900.0,0,26.0
ID7957,1,2,91.0,4444.0,1.0,1150,1,104650.0,0,91.0
ID3899,1,2,20.0,3948.0,1.0,1150,1,23000.0,0,20.0
ID9151,1,2,76.0,1203.0,1.0,1150,1,87400.0,0,76.0
ID7064,1,2,86.0,1085.0,1.0,1150,1,98900.0,0,86.0
ID1819,1,2,79.0,1180.0,1.0,1150,1,90850.0,0,79.0
ID6874,1,2,46.0,1212.0,1.0,1150,1,52900.0,0,46.0
ID5532,1,2,25.0,1067.0,1.0,1150,1,28750.0,0,25.0
ID3409,1,2,33.0,2069.0,1.0,1150,1,37950.0,0,33.0
ID1214,1,2,81.0,2165.0,1.0,1150,1,93150.0,0,81.0
ID3549,1,2,27.0,7061.5,1.0,1150,1,31050.0,0,27.0
ID3549,1,2,141.0,7061.5,1.0,1150,1,162150.0,0,141.0
ID4352,1,2,46.0,3379.0,1.0,1150,1,52900.0,0,46.0
ID4469,1,2,80.0,3941.0,1.0,1150,1,92000.0,0,80.0
ID9841,1,2,53.0,1378.5,1.0,1150,1,60950.0,0,53.0
ID9841,1,2,45.0,1378.5,1.0,1150,1,51750.0,0,45.0
ID2600,1,2,93.0,807.0,1.0,1150,1,106950.0,0,93.0
ID8112,1,2,21.0,3667.0,1.0,1150,1,24150.0,0,21.0
ID6387,1,2,71.0,2031.0,1.0,1150,1,81650.0,0,71.0
ID5720,1,2,25.0,2982.0,1.0,1150,1,28750.0,0,25.0
ID4545,1,2,33.0,3643.0,1.0,1150,1,37950.0,0,33.0
ID8569,1,2,91.0,1069.0,1.0,1150,1,104650.0,0,91.0
ID1745,1,2,45.0,3898.0,1.0,1150,1,51750.0,0,45.0
ID5440,1,2,46.0,2392.0,1.0,1150,1,52900.0,0,46.0
ID8975,1,2,34.0,2289.0,1.0,1150,1,39100.0,0,34.0
ID6037,1,2,73.0,3310.0,1.0,1150,1,83950.0,0,73.0
ID1134,1,2,88.0,2961.0,1.0,1150,1,101200.0,0,88.0
ID5840,1,2,87.0,4054.0,1.0,1150,1,100050.0,0,87.0
ID1012,1,2,52.0,1931.0,1.0,1150,1,59800.0,0,52.0
ID7290,1,2,21.0,4436.0,1.0,1150,1,24150.0,0,21.0
ID3169,1,2,73.0,4284.0,1.0,1150,1,83950.0,0,73.0
ID5381,1,2,99.0,1026.0,1.0,1150,1,113850.0,0,99.0
ID1603,1,2,59.0,542.0,1.0,1150,1,67850.0,0,59.0
ID2467,1,2,53.0,1741.0,1.0,1150,1,60950.0,0,53.0
ID9465,1,2,46.0,4116.5,1.0,1150,1,52900.0,0,46.0
ID9465,1,2,225.0,4116.5,1.0,1150,1,258750.0,0,225.0
ID1948,1,2,44.0,508.0,1.0,1150,1,50600.0,0,44.0
ID2077,1,2,284.0,6561.0,1.0,1150,1,326600.0,0,284.0
ID9065,1,2,41.0,3825.0,1.0,1150,1,47150.0,0,41.0
ID8333,1,2,38.0,3653.0,1.0,1150,1,43700.0,0,38.0
ID6284,1,2,57.0,884.0,1.0,1150,1,65550.0,0,57.0
ID9980,1,2,62.0,5891.5,1.0,1150,1,71300.0,0,62.0
ID9980,1,2,39.0,5891.5,1.0,1150,1,44850.0,0,39.0
ID2382,1,2,43.0,3579.0,1.0,1150,1,49450.0,0,43.0
ID5432,1,2,32.0,3323.0,1.0,1150,1,36800.0,0,32.0
ID1551,1,2,70.0,3939.0,1.0,1150,1,80500.0,0,70.0
ID3767,1,2,76.0,3713.0,1.0,1150,1,87400.0,0,76.0
ID3815,1,2,76.0,1826.0,1.0,1150,1,87400.0,0,76.0
ID9642,1,2,82.0,3206.0,1.0,1150,1,94300.0,0,82.0
ID5501,1,2,30.0,1883.0,1.0,1150,1,34500.0,0,30.0
ID6675,1,2,25.0,1364.0,1.0,1150,1,28750.0,0,25.0
ID1953,1,2,23.0,1785.0,1.0,1150,1,26450.0,0,23.0
ID5211,1,2,42.0,1691.0,1.0,1150,1,48300.0,0,42.0
ID5562,1,2,48.0,1381.0,1.0,1150,1,55200.0,0,48.0
ID4231,1,2,28.0,1814.0,1.0,1150,1,32200.0,0,28.0
ID4669,1,2,84.0,1119.0,1.0,1150,1,96600.0,0,84.0
ID5781,1,2,47.0,3871.0,1.0,1150,1,54050.0,0,47.0
ID7376,1,2,70.0,1517.0,1.0,1150,1,80500.0,0,70.0
ID9948,1,2,67.0,2266.0,1.0,1150,1,77050.0,0,67.0
ID6449,1,2,37.0,4567.0,1.0,1150,1,42550.0,0,37.0
ID2005,1,2,58.0,1663.0,1.0,1150,1,66700.0,0,58.0
ID4902,1,2,92.0,2498.0,1.0,1150,1,105800.0,0,92.0
ID1743,1,2,55.0,4465.0,1.0,1150,1,63250.0,0,55.0
ID3948,1,2,74.0,2103.0,1.0,1150,1,85100.0,0,74.0
ID7573,1,2,84.0,1685.0,1.0,1150,1,96600.0,0,84.0
ID1916,1,2,27.0,2834.0,1.0,1150,1,31050.0,0,27.0
ID8444,1,2,36.0,2328.0,1.0,1150,1,41400.0,0,36.0
ID9619,1,2,55.0,1411.0,1.0,1150,1,63250.0,0,55.0
ID1360,1,2,88.0,3404.0,1.0,1150,1,101200.0,0,88.0
ID3335,1,2,41.0,1357.0,1.0,1150,1,47150.0,0,41.0
ID3874,1,2,28.0,731.0,1.0,1150,1,32200.0,0,28.0
ID5985,1,2,72.0,4672.0,1.0,1150,1,82800.0,0,72.0
ID5264,1,2,66.0,670.0,1.0,1150,1,75900.0,0,66.0
ID5393,1,2,63.0,2557.0,1.0,1150,1,72450.0,0,63.0
ID9262,1,2,46.0,1374.0,1.0,1150,1,52900.0,0,46.0
ID4301,1,2,91.0,3054.0,1.0,1150,1,104650.0,0,91.0
ID4506,1,2,53.0,1547.0,1.0,1150,1,60950.0,0,53.0
ID8552,1,2,99.0,2049.0,1.0,1150,1,113850.0,0,99.0
ID5726,1,2,85.0,2055.0,1.0,1150,1,97750.0,0,85.0
ID1726,1,2,24.0,1371.0,1.0,1150,1,27600.0,0,24.0
ID6490,1,2,85.0,4565.0,1.0,1150,1,97750.0,0,85.0
ID4368,1,2,39.0,1941.0,1.0,1150,1,44850.0,0,39.0
ID9469,1,2,76.0,1783.0,1.0,1150,1,87400.0,0,76.0
ID4158,1,2,193.0,7058.0,1.0,1150,1,221950.0,0,193.0
ID6886,1,2,65.0,8650.0,1.0,1150,1,74750.0,0,65.0
ID3871,1,2,49.0,8529.0,1.0,1150,1,56350.0,0,49.0
ID1808,1,2,107.0,8895.0,1.0,1150,1,123050.0,0,107.0
ID3551,1,2,46.0,9912.0,1.0,1150,1,52900.0,0,46.0
ID5770,1,2,161.0,6192.0,1.0,1150,1,185150.0,0,161.0
ID4587,1,2,266.0,4762.0,1.0,1150,1,305900.0,0,266.0
ID1443,1,2,223.0,7264.0,1.0,1150,1,256450.0,0,223.0
ID8689,1,2,172.0,4162.0,1.0,1150,1,197800.0,0,172.0
ID9335,1,2,130.0,5178.0,1.0,1150,1,149500.0,0,130.0
ID8750,1,2,69.0,6993.0,1.0,1150,1,79350.0,0,69.0
ID6089,1,2,32.0,5234.0,1.0,1150,1,36800.0,0,32.0
ID5178,1,2,198.0,6889.0,1.0,1150,1,227700.0,0,198.0
ID8167,1,2,174.0,4202.0,1.0,1150,1,200100.0,0,174.0
ID3236,1,2,220.0,6626.0,1.0,1150,1,253000.0,0,220.0
ID7167,1,2,291.0,9832.0,1.0,1150,1,334650.0,0,291.0
ID6385,1,2,264.0,8999.0,1.0,1150,1,303600.0,0,264.0
ID7769,1,2,127.0,8495.0,1.0,1150,1,146050.0,0,127.0
ID6558,1,2,285.0,7864.0,1.0,1150,1,327750.0,0,285.0
ID2861,1,2,235.0,3331.0,1.0,1150,1,270250.0,0,235.0
ID3024,1,2,149.0,3494.0,1.0,1150,1,171350.0,0,149.0
ID9229,1,2,128.0,4031.0,1.0,1150,1,147200.0,0,128.0
ID2729,1,2,296.0,9199.0,1.0,1150,1,340400.0,0,296.0
ID9585,1,2,56.0,5795.0,1.0,1150,1,64400.0,0,56.0
ID7380,1,2,90.0,3159.0,1.0,1150,1,103500.0,0,90.0
ID7388,1,2,94.0,6729.0,1.0,1150,1,108100.0,0,94.0
ID9973,1,2,251.0,4038.0,1.0,1150,1,288650.0,0,251.0
ID5062,1,2,45.0,9884.0,1.0,1150,1,51750.0,0,45.0
ID7881,1,2,75.0,3187.0,1.0,1150,1,86250.0,0,75.0
ID8909,1,2,239.0,5419.0,1.0,1150,1,274850.0,0,239.0
ID6805,1,2,120.0,4434.0,1.0,1150,1,138000.0,0,120.0
ID7381,1,2,200.0,9104.0,1.0,1150,1,230000.0,0,200.0
ID4487,1,2,118.0,5900.0,1.0,1150,1,135700.0,0,118.0
ID3652,1,2,56.0,3672.0,1.0,1150,1,64400.0,0,56.0
ID1811,1,2,266.0,9058.0,1.0,1150,1,305900.0,0,266.0
ID9876,1,2,187.0,8339.0,1.0,1150,1,215050.0,0,187.0
ID9876,1,2,213.0,8339.0,1.0,1150,1,244950.0,0,213.0
ID9061,1,2,200.0,5080.0,1.0,1150,1,230000.0,0,200.0
ID7945,1,2,113.0,7728.0,1.0,1150,1,129950.0,0,113.0
ID6307,1,2,225.0,5882.0,1.0,1150,1,258750.0,0,225.0
ID7029,1,2,250.0,3479.0,1.0,1150,1,287500.0,0,250.0
ID7029,1,2,64.0,3479.0,1.0,1150,1,73600.0,0,64.0
ID4041,1,2,167.0,9276.0,1.0,1150,1,192050.0,0,167.0
ID8145,1,2,289.0,3022.0,1.0,1150,1,332350.0,0,289.0
ID4065,1,2,233.0,3181.0,1.0,1150,1,267950.0,0,233.0
ID3607,1,2,243.0,9638.0,1.0,1150,1,279450.0,0,243.0
ID9431,1,2,283.0,7876.0,1.0,1150,1,325450.0,0,283.0
ID6296,1,2,51.0,7871.0,1.0,1150,1,58650.0,0,51.0
ID9303,1,2,213.0,5670.0,1.0,1150,1,244950.0,0,213.0
ID8279,1,2,147.0,9682.0,1.0,1150,1,169050.0,0,147.0
ID9035,1,2,198.0,6610.0,1.0,1150,1,227700.0,0,198.0
ID6564,1,2,148.0,6151.0,1.0,1150,1,170200.0,0,148.0
ID6602,1,2,117.0,7141.0,1.0,1150,1,134550.0,0,117.0
ID6983,1,2,255.0,4685.0,1.0,1150,1,293250.0,0,255.0
ID1772,1,2,153.0,9950.0,1.0,1150,1,175950.0,0,153.0
ID7820,1,2,95.0,4619.0,1.0,1150,1,109250.0,0,95.0
ID7377,1,2,158.0,4505.0,1.0,1150,1,181700.0,0,158.0
ID9783,1,2,128.0,5445.0,1.0,1150,1,147200.0,0,128.0
ID1093,1,2,124.0,8860.0,1.0,1150,1,142600.0,0,124.0
ID4606,1,2,163.0,7528.0,1.0,1150,1,187450.0,0,163.0
ID6031,1,2,50.0,4802.0,1.0,1150,1,57500.0,0,50.0
ID8648,1,2,225.0,5258.0,1.0,1150,1,258750.0,0,225.0
ID2670,1,2,86.0,3801.0,1.0,1150,1,98900.0,0,86.0
ID8786,1,2,186.0,7950.0,1.0,1150,1,213900.0,0,186.0
ID1279,1,2,292.0,5486.0,1.0,1150,1,335800.0,0,292.0
ID2929,1,2,65.0,7807.0,1.0,1150,1,74750.0,0,65.0
ID6046,1,2,153.0,4654.0,1.0,1150,1,175950.0,0,153.0
ID8900,1,2,169.0,8172.0,1.0,1150,1,194350.0,0,169.0
ID7690,1,2,255.0,3010.0,1.0,1150,1,293250.0,0,255.0
ID2390,1,2,290.0,3312.0,1.0,1150,1,333500.0,0,290.0
ID9160,1,2,271.0,6210.0,1.0,1150,1,311650.0,0,271.0
ID9160,1,2,78.0,6210.0,1.0,1150,1,89700.0,0,78.0
ID5121,1,2,168.0,5515.0,1.0,1150,1,193200.0,0,168.0
ID7374,1,2,33.0,3507.0,1.0,1150,1,37950.0,0,33.0
ID5426,1,2,235.0,8647.0,1.0,1150,1,270250.0,0,235.0
ID3866,1,2,298.0,9099.0,1.0,1150,1,342700.0,0,298.0
ID7369,1,2,281.0,9177.0,1.0,1150,1,323150.0,0,281.0
ID4159,1,2,261.0,4762.0,1.0,1150,1,300150.0,0,261.0
ID8330,1,2,261.0,6720.0,1.0,1150,1,300150.0,0,261.0
ID8021,1,2,292.0,8416.0,1.0,1150,1,335800.0,0,292.0
ID8246,1,2,37.0,3724.0,1.0,1150,1,42550.0,0,37.0
ID2798,1,2,57.0,5232.0,1.0,1150,1,65550.0,0,57.0
ID5248,1,2,258.0,5877.0,1.0,1150,1,296700.0,0,258.0
ID4810,1,2,182.0,6002.0,1.0,1150,1,209300.0,0,182.0
ID7071,1,2,101.0,4946.0,1.0,1150,1,116150.0,0,101.0
ID6487,1,2,180.0,4687.0,1.0,1150,1,207000.0,0,180.0
ID7574,1,2,33.0,4501.0,1.0,1150,1,37950.0,0,33.0
ID3142,1,2,61.0,8429.0,1.0,1150,1,70150.0,0,61.0
ID2321,1,2,113.0,5848.0,1.0,1150,1,129950.0,0,113.0
ID4601,1,2,41.0,6096.0,1.0,1150,1,47150.0,0,41.0
ID9685,1,2,51.0,3487.0,1.0,1150,1,58650.0,0,51.0
ID5390,1,2,175.0,7058.0,1.0,1150,1,201250.0,0,175.0
ID9541,1,2,212.0,3771.0,1.0,1150,1,243800.0,0,212.0
ID9541,1,2,77.0,3771.0,1.0,1150,1,88550.0,0,77.0
ID3181,1,2,278.0,9345.0,1.0,1150,1,319700.0,0,278.0
ID6967,1,2,170.0,6219.0,1.0,1150,1,195500.0,0,170.0
ID9568,1,2,292.0,7978.0,1.0,1150,1,335800.0,0,292.0
ID3689,1,2,101.0,7432.0,1.0,1150,1,116150.0,0,101.0
ID4865,1,2,186.0,6572.0,1.0,1150,1,213900.0,0,186.0
ID5287,1,2,207.0,7187.0,1.0,1150,1,238050.0,0,207.0
ID1479,1,2,213.0,3680.0,1.0,1150,1,244950.0,0,213.0
ID6304,1,2,132.0,8454.0,1.0,1150,1,151800.0,0,132.0
ID2367,1,2,221.0,7253.0,1.0,1150,1,254150.0,0,221.0
ID1795,1,2,162.0,9296.0,1.0,1150,1,186300.0,0,162.0
ID7192,1,2,104.0,3297.0,1.0,1150,1,119600.0,0,104.0
ID3386,1,2,211.0,3837.0,1.0,1150,1,242650.0,0,211.0
ID2074,1,2,135.0,3582.0,1.0,1150,1,155250.0,0,135.0
ID2074,1,2,38.0,3582.0,1.0,1150,1,43700.0,0,38.0
ID4360,1,2,131.0,5299.0,1.0,1150,1,150650.0,0,131.0
ID3458,1,2,39.0,8811.0,1.0,1150,1,44850.0,0,39.0
ID9807,1,2,294.0,9730.0,1.0,1150,1,338100.0,0,294.0
ID1484,1,2,113.0,6129.0,1.0,1150,1,129950.0,0,113.0
ID6927,1,2,85.0,7214.0,1.0,1150,1,97750.0,0,85.0
ID1764,1,2,63.0,9126.0,1.0,1150,1,72450.0,0,63.0
ID3881,1,2,248.0,6122.0,1.0,1150,1,285200.0,0,248.0
ID5899,1,2,279.0,5384.0,1.0,1150,1,320850.0,0,279.0
ID3935,1,2,224.0,7540.0,1.0,1150,1,257600.0,0,224.0
ID3739,1,2,139.0,3753.0,1.0,1150,1,159850.0,0,139.0
ID7948,1,2,45.0,5516.0,1.0,1150,1,51750.0,0,45.0
ID7948,1,2,60.0,5516.0,1.0,1150,1,69000.0,0,60.0
ID3999,1,2,171.0,8513.0,1.0,1150,1,196650.0,0,171.0
ID7496,1,2,77.0,7110.0,1.0,1150,1,88550.0,0,77.0
ID6459,1,2,181.0,7748.0,1.0,1150,1,208150.0,0,181.0
ID1886,1,2,274.0,8717.0,1.0,1150,1,315100.0,0,274.0
ID6357,1,2,39.0,6041.0,1.0,1150,1,44850.0,0,39.0
ID5662,1,2,289.0,8392.0,1.0,1150,1,332350.0,0,289.0
ID6909,1,2,104.0,5141.0,1.0,1150,1,119600.0,0,104.0
ID7109,1,2,142.0,7931.0,1.0,1150,1,163300.0,0,142.0
ID1193,1,2,288.0,3871.0,1.0,1150,1,331200.0,0,288.0
ID2156,1,2,83.0,8451.0,1.0,1150,1,95450.0,0,83.0
ID8908,1,2,110.0,4057.0,1.0,1150,1,126500.0,0,110.0
ID3844,1,2,40.0,8838.0,1.0,1150,1,46000.0,0,40.0
ID5839,1,2,70.0,9051.0,1.0,1150,1,80500.0,0,70.0
ID8854,1,2,33.0,6512.0,1.0,1150,1,37950.0,0,33.0
ID7199,1,2,170.0,6197.0,1.0,1150,1,195500.0,0,170.0
ID5641,1,2,217.0,3519.0,1.0,1150,1,249550.0,0,217.0
ID6078,1,2,105.0,3611.0,1.0,1150,1,120750.0,0,105.0
ID3247,1,2,286.0,6942.0,1.0,1150,1,328900.0,0,286.0
ID5728,1,2,137.0,9369.0,1.0,1150,1,157550.0,0,137.0
ID7793,1,2,193.0,7077.0,1.0,1150,1,221950.0,0,193.0
ID3590,1,2,287.0,9785.0,1.0,1150,1,330050.0,0,287.0
ID1480,1,2,217.0,7993.0,1.0,1150,1,249550.0,0,217.0
ID9617,1,2,94.0,7025.0,1.0,1150,1,108100.0,0,94.0
ID7452,1,2,105.0,5092.0,1.0,1150,1,120750.0,0,105.0
ID8837,1,2,210.0,6985.0,1.0,1150,1,241500.0,0,210.0
ID7612,1,2,56.0,4984.0,1.0,1150,1,64400.0,0,56.0
ID6613,1,2,176.0,6816.0,1.0,1150,1,202400.0,0,176.0
ID8422,1,2,86.0,5765.0,1.0,1150,1,98900.0,0,86.0
ID7358,1,2,37.0,4104.5,1.0,1150,1,42550.0,0,37.0
ID7358,1,2,79.0,4104.5,1.0,1150,1,90850.0,0,79.0
ID3075,1,2,32.0,8411.0,1.0,1150,1,36800.0,0,32.0
ID9412,1,2,119.0,4128.0,1.0,1150,1,136850.0,0,119.0
ID5407,1,2,100.0,7627.0,1.0,1150,1,115000.0,0,100.0
ID2463,1,2,104.0,4904.0,1.0,1150,1,119600.0,0,104.0
ID8891,1,2,173.0,6382.0,1.0,1150,1,198950.0,0,173.0
ID9190,1,2,81.0,3682.0,1.0,1150,1,93150.0,0,81.0
ID3289,1,2,124.0,9894.0,1.0,1150,1,142600.0,0,124.0
ID3213,1,2,99.0,4321.0,1.0,1150,1,113850.0,0,99.0
ID7796,1,2,154.0,7250.0,1.0,1150,1,177100.0,0,154.0
ID9455,1,2,244.0,5691.0,1.0,1150,1,280600.0,0,244.0
ID1768,1,2,142.0,9241.0,1.0,1150,1,163300.0,0,142.0
ID5233,1,2,217.0,4275.0,1.0,1150,1,249550.0,0,217.0
ID2342,1,2,43.0,4817.0,1.0,1150,1,49450.0,0,43.0
ID3985,1,2,173.0,4979.0,1.0,1150,1,198950.0,0,173.0
ID3985,1,2,49.0,4979.0,1.0,1150,1,56350.0,0,49.0
ID6295,1,2,161.0,7373.0,1.0,1150,1,185150.0,0,161.0
ID3529,1,2,93.0,8921.0,1.0,1150,1,106950.0,0,93.0
ID4831,1,2,214.0,5701.0,1.0,1150,1,246100.0,0,214.0
ID7538,1,2,176.0,3507.0,1.0,1150,1,202400.0,0,176.0
ID2828,1,2,259.0,5525.0,1.0,1150,1,297850.0,0,259.0
ID5520,1,2,68.0,5588.0,1.0,1150,1,78200.0,0,68.0
ID9488,1,2,63.0,7484.0,1.0,1150,1,72450.0,0,63.0
ID4716,1,2,158.0,5978.0,1.0,1150,1,181700.0,0,158.0
ID4011,1,2,77.0,4589.0,1.0,1150,1,88550.0,0,77.0
ID6799,1,2,220.0,3927.0,1.0,1150,1,253000.0,0,220.0
ID8662,1,2,34.0,5650.0,1.0,1150,1,39100.0,0,34.0
ID3534,1,2,70.0,8683.0,1.0,1150,1,80500.0,0,70.0
ID1654,1,2,159.0,6110.0,1.0,1150,1,182850.0,0,159.0
ID6620,1,2,211.0,4748.0,1.0,1150,1,242650.0,0,211.0
ID5023,1,2,138.0,9137.0,1.0,1150,1,158700.0,0,138.0
ID2432,1,2,88.0,9738.0,1.0,1150,1,101200.0,0,88.0
ID2031,1,2,216.0,5787.0,1.0,1150,1,248400.0,0,216.0
ID4023,1,2,55.0,7984.0,1.0,1150,1,63250.0,0,55.0
ID9118,1,2,213.0,6384.0,1.0,1150,1,244950.0,0,213.0
ID6226,1,2,152.0,6786.0,1.0,1150,1,174800.0,0,152.0
ID9513,1,2,199.0,6231.0,1.0,1150,1,228850.0,0,199.0
ID1625,1,2,265.0,6734.0,1.0,1150,1,304750.0,0,265.0
ID2860,1,2,60.0,5003.0,1.0,1150,1,69000.0,0,60.0
ID1530,1,2,217.0,7824.0,1.0,1150,1,249550.0,0,217.0
ID3330,1,2,150.0,6365.0,1.0,1150,1,172500.0,0,150.0
ID8613,1,2,171.0,8614.0,1.0,1150,1,196650.0,0,171.0
ID8045,1,2,295.0,7117.0,1.0,1150,1,339250.0,0,295.0
ID3839,1,2,255.0,5199.0,1.0,1150,1,293250.0,0,255.0
ID7137,1,2,81.0,3049.0,1.0,1150,1,93150.0,0,81.0
ID7137,1,2,256.0,3049.0,1.0,1150,1,294400.0,0,256.0
ID7222,1,2,177.0,6586.0,1.0,1150,1,203550.0,0,177.0
ID2886,1,2,144.0,8292.0,1.0,1150,1,165600.0,0,144.0
ID7018,1,2,83.0,6084.0,1.0,1150,1,95450.0,0,83.0
ID2928,1,2,49.0,9625.0,1.0,1150,1,56350.0,0,49.0
ID8162,1,2,175.0,9751.0,1.0,1150,1,201250.0,0,175.0
ID9556,1,2,42.0,5734.0,1.0,1150,1,48300.0,0,42.0
ID4087,1,2,279.0,3967.0,1.0,1150,1,320850.0,0,279.0
ID8940,1,2,108.0,4408.0,1.0,1150,1,124200.0,0,108.0
ID5627,1,2,260.0,6072.0,1.0,1150,1,299000.0,0,260.0
ID9211,1,2,197.0,4797.0,1.0,1150,1,226550.0,0,197.0
ID4978,1,2,292.0,9020.0,1.0,1150,1,335800.0,0,292.0
ID7473,1,2,149.0,3872.0,1.0,1150,1,171350.0,0,149.0
ID4542,1,2,117.0,8024.0,1.0,1150,1,134550.0,0,117.0
ID5646,1,2,217.0,6920.0,1.0,1150,1,249550.0,0,217.0
ID4924,1,2,146.0,4242.0,1.0,1150,1,167900.0,0,146.0
ID3570,1,2,106.0,8867.0,1.0,1150,1,121900.0,0,106.0
ID3922,1,2,60.0,6082.0,1.0,1150,1,69000.0,0,60.0
ID1043,1,2,122.0,8892.0,1.0,1150,1,140300.0,0,122.0
ID2400,1,2,279.0,7351.0,1.0,1150,1,320850.0,0,279.0
ID1136,1,2,78.0,6590.0,1.0,1150,1,89700.0,0,78.0
ID1611,1,2,97.0,8889.0,1.0,1150,1,111550.0,0,97.0
ID1908,1,2,116.0,3011.0,1.0,1150,1,133400.0,0,116.0
ID6849,1,2,249.0,5160.0,1.0,1150,1,286350.0,0,249.0
ID9403,1,2,237.0,3301.0,1.0,1150,1,272550.0,0,237.0
ID2327,1,2,31.0,5054.0,1.0,1150,1,35650.0,0,31.0
ID5463,1,2,204.0,7535.0,1.0,1150,1,234600.0,0,204.0
ID5758,1,2,282.0,9310.0,1.0,1150,1,324300.0,0,282.0
ID3205,1,2,88.0,4214.0,1.0,1150,1,101200.0,0,88.0
ID5498,1,2,164.0,4177.0,1.0,1150,1,188600.0,0,164.0
ID8892,1,2,97.0,5185.0,1.0,1150,1,111550.0,0,97.0
ID4878,1,2,75.0,9697.0,1.0,1150,1,86250.0,0,75.0
ID6869,1,2,287.0,5051.0,1.0,1150,1,330050.0,0,287.0
ID6228,1,2,44.0,3382.0,1.0,1150,1,50600.0,0,44.0
ID8739,1,2,214.0,6706.0,1.0,1150,1,246100.0,0,214.0
ID9784,1,2,117.0,3613.0,1.0,1150,1,134550.0,0,117.0
ID6958,1,2,110.0,6420.0,1.0,1150,1,126500.0,0,110.0
ID5913,1,2,56.0,6651.0,1.0,1150,1,64400.0,0,56.0
ID8884,1,2,190.0,9622.0,1.0,1150,1,218500.0,0,190.0
ID7799,1,2,257.0,5078.5,1.0,1150,1,295550.0,0,257.0
ID7799,1,2,54.0,5078.5,1.0,1150,1,62100.0,0,54.0
ID7834,1,2,82.0,6243.0,1.0,1150,1,94300.0,0,82.0
ID5163,1,2,193.0,6054.0,1.0,1150,1,221950.0,0,193.0
ID1467,1,2,236.0,6696.0,1.0,1150,1,271400.0,0,236.0
ID1840,1,2,111.0,8463.0,1.0,1150,1,127650.0,0,111.0
ID1566,1,2,190.0,8843.0,1.0,1150,1,218500.0,0,190.0
ID2138,1,2,87.0,7184.0,1.0,1150,1,100050.0,0,87.0
ID2241,1,2,58.0,6477.0,1.0,1150,1,66700.0,0,58.0
ID8229,1,2,232.0,5710.5,1.0,1150,1,266800.0,0,232.0
ID1721,1,2,31.0,3165.0,1.0,1150,1,35650.0,0,31.0
ID1029,1,2,237.0,5294.0,1.0,1150,1,272550.0,0,237.0
ID4908,1,2,56.0,6312.0,1.0,1150,1,64400.0,0,56.0
ID1303,1,2,263.0,8210.0,1.0,1150,1,302450.0,0,263.0
ID5207,1,2,225.0,5005.0,1.0,1150,1,258750.0,0,225.0
ID4343,1,2,123.0,7931.0,1.0,1150,1,141450.0,0,123.0
ID1314,1,2,177.0,8216.0,1.0,1150,1,203550.0,0,177.0
ID4505,1,2,68.0,7057.0,1.0,1150,1,78200.0,0,68.0
ID8530,1,2,195.0,3636.0,1.0,1150,1,224250.0,0,195.0
ID2253,1,2,221.0,3607.0,1.0,1150,1,254150.0,0,221.0
ID2051,1,2,113.0,4174.0,1.0,1150,1,129950.0,0,113.0
ID7703,1,2,207.0,6692.0,1.0,1150,1,238050.0,0,207.0
ID5357,1,2,61.0,3830.0,1.0,1150,1,70150.0,0,61.0
ID5566,1,2,186.0,7310.0,1.0,1150,1,213900.0,0,186.0
ID1993,1,2,189.0,6447.0,1.0,1150,1,217350.0,0,189.0
ID9960,1,2,54.0,4690.0,1.0,1150,1,62100.0,0,54.0
ID1202,1,2,261.0,8570.0,1.0,1150,1,300150.0,0,261.0
ID3156,1,2,130.0,7817.0,1.0,1150,1,149500.0,0,130.0
ID5979,1,2,80.0,6987.0,1.0,1150,1,92000.0,0,80.0
ID1425,1,2,279.0,6718.0,1.0,1150,1,320850.0,0,279.0
ID7758,1,2,211.0,9910.0,1.0,1150,1,242650.0,0,211.0
ID9572,1,2,236.0,8365.0,1.0,1150,1,271400.0,0,236.0
ID1356,1,2,60.0,1127.0,1.0,1150,1,69000.0,0,60.0
ID7308,1,2,78.0,3139.0,1.0,1150,1,89700.0,0,78.0
ID1832,1,2,36.0,2478.0,1.0,1150,1,41400.0,0,36.0
ID1983,1,2,44.0,2708.0,1.0,1150,1,50600.0,0,44.0
ID6162,1,2,47.0,1275.0,1.0,1150,1,54050.0,0,47.0
ID6745,1,2,68.0,795.0,1.0,1150,1,78200.0,0,68.0
ID6878,1,2,66.0,3560.0,1.0,1150,1,75900.0,0,66.0
ID8588,1,2,70.0,2922.0,1.0,1150,1,80500.0,0,70.0
ID4432,1,2,70.0,1323.0,1.0,1150,1,80500.0,0,70.0
ID1927,1,2,77.0,1754.0,1.0,1150,1,88550.0,0,77.0
ID5967,1,2,38.0,3675.0,1.0,1150,1,43700.0,0,38.0
ID8366,1,2,40.0,2221.0,1.0,1150,1,46000.0,0,40.0
