Outlet_ID,Cluster,total_sales,no_units,total_volume
ID4159,0,3082175.0,2765.5,2765.5
ID4159,1,3839550.0,3489.0,3489.0
ID4159,2,1366666.6666666667,13578.0,2715.6
ID4170,0,2535733.3333333335,2275.6666666666665,2275.6666666666665
ID4172,0,3023900.0,2764.0,2764.0
ID4172,1,3545525.0,3165.5,3165.5
ID4172,2,1522016.6666666667,15161.333333333334,3032.2666666666664
ID4173,2,1038755.0,4975.833333333333,1423.966666666667
ID4176,0,2828166.6666666665,2552.0,2552.0
ID4179,0,2767633.3333333335,2506.0,2506.0
ID4192,2,1207996.6666666667,12095.0,2419.0
ID4195,2,1032901.6666666666,5101.833333333333,1435.7
ID4205,2,1003833.3333333334,5143.833333333333,1419.1666666666667
ID4214,2,685636.6666666666,6875.0,1375.0
ID4230,0,3182950.0,2921.0,2921.0
ID4230,1,3561550.0,3177.0,3177.0
ID4230,2,1394353.3333333333,13986.333333333334,2797.266666666667
ID4231,2,1197583.3333333333,1086.3333333333333,1086.3333333333333
ID4232,0,2443116.6666666665,2208.3333333333335,2208.3333333333335
ID4255,2,1041370.0,5249.0,1466.3333333333333
ID4271,2,995135.0,5016.666666666667,1397.3333333333333
ID4281,2,719146.6666666666,7170.333333333333,1434.0666666666666
ID4284,0,2798250.0,2560.0,2560.0
ID4284,1,3479900.0,3139.0,3139.0
ID4284,2,1429753.3333333333,14245.666666666666,2849.133333333333
ID4299,2,1273333.3333333333,12734.0,2546.7999999999997
ID4301,2,1039883.3333333334,931.0,931.0
ID4302,2,946708.3333333334,4320.0,1274.2666666666667
ID4323,2,648523.3333333334,6458.0,1291.6000000000001
ID4343,0,2958700.0,2660.0,2660.0
ID4343,1,3484375.0,3132.5,3132.5
ID4343,2,1513306.6666666667,15238.0,3047.6
ID4352,2,1032400.0,930.6666666666666,930.6666666666666
ID4360,0,3093850.0,2775.0,2775.0
ID4360,1,3737450.0,3375.5,3375.5
ID4360,2,1423243.3333333333,14196.666666666666,2839.3333333333335
ID4365,2,1066946.6666666667,10659.666666666666,2131.933333333334
ID4366,2,1353376.6666666667,13434.666666666666,2686.933333333333
ID4367,2,696923.3333333334,6981.666666666667,1396.3333333333333
ID4368,2,1332800.0,1203.0,1203.0
ID4384,2,946023.3333333334,4702.333333333333,1318.6000000000001
ID4389,0,2187125.0,1973.5,1973.5
ID4389,1,3242400.0,2926.0,2926.0
ID4394,2,708630.0,7142.333333333333,1428.4666666666665
ID4395,2,1102800.0,11089.333333333334,2217.866666666667
ID4419,0,2656250.0,2393.0,2393.0
ID4432,2,993968.3333333334,4641.0,1351.1333333333332
ID4434,2,596023.3333333334,5970.0,1194.0
ID4469,2,1224283.3333333333,1102.3333333333333,1102.3333333333333
ID4473,0,2222866.6666666665,2005.3333333333333,2005.3333333333333
ID4487,0,2917400.0,2632.0,2632.0
ID4487,1,3793225.0,3391.0,3391.0
ID4487,2,1496386.6666666667,15100.0,3020.0
ID4505,0,2868700.0,2619.0,2619.0
ID4505,1,3661725.0,3310.5,3310.5
ID4505,2,1230696.6666666667,12147.0,2429.4
ID4506,2,1194950.0,1071.6666666666667,1071.6666666666667
ID4520,1,3517916.6666666665,3189.0,3189.0
ID4520,2,723510.0,7203.666666666667,1440.7333333333333
ID4527,0,2720200.0,2455.6666666666665,2455.6666666666665
ID4532,2,923386.6666666666,4177.0,1236.4666666666667
ID4542,0,2525300.0,2240.0,2240.0
ID4542,1,3709000.0,3318.5,3318.5
ID4542,2,1487950.0,14835.333333333334,2967.066666666667
ID4545,2,1285583.3333333333,1153.0,1153.0
ID4548,2,1059133.3333333333,5233.166666666667,1468.7666666666667
ID4557,0,2430716.6666666665,2198.6666666666665,2198.6666666666665
ID4584,0,2269516.6666666665,2040.3333333333333,2040.3333333333333
ID4587,0,2933450.0,2601.0,2601.0
ID4587,1,3901375.0,3510.5,3510.5
ID4587,2,1381283.3333333333,13848.666666666666,2769.7333333333336
ID4601,0,2917450.0,2630.0,2630.0
ID4601,1,3372350.0,3037.0,3037.0
ID4601,2,1565963.3333333333,15714.0,3142.7999999999997
ID4606,0,3094550.0,2786.5,2786.5
ID4606,1,3467000.0,3144.0,3144.0
ID4606,2,1540993.3333333333,15413.0,3082.6
ID4613,2,1009765.0,4905.166666666667,1390.7666666666667
ID4622,2,1117933.3333333333,1018.3333333333334,1018.3333333333334
ID4625,2,1290200.0,12915.333333333334,2583.066666666667
ID4669,2,1102333.3333333333,996.6666666666666,996.6666666666666
ID4675,0,2625650.0,2352.3333333333335,2352.3333333333335
ID4678,0,2696400.0,2430.0,2430.0
ID4692,0,2385000.0,2168.6666666666665,2168.6666666666665
ID4699,0,2441533.3333333335,2202.3333333333335,2202.3333333333335
ID4716,0,3101750.0,2822.0,2822.0
ID4716,1,3251525.0,2913.0,2913.0
ID4716,2,1147713.3333333333,11464.0,2292.7999999999997
ID4722,2,1389243.3333333333,13887.666666666666,2777.5333333333333
ID4734,2,1295950.0,12930.333333333334,2586.066666666667
ID4752,2,1083056.6666666667,10910.0,2182.0
ID4755,2,1016730.0,5096.166666666667,1422.7
ID4775,2,1129366.6666666667,1021.3333333333334,1021.3333333333334
ID4779,2,696390.0,6942.0,1388.3999999999999
ID4785,0,2359475.0,2114.5,2114.5
ID4785,2,1693350.0,1534.0,1534.0
ID4786,0,2755866.6666666665,2485.3333333333335,2485.3333333333335
ID4794,0,2288916.6666666665,2076.3333333333335,2076.3333333333335
ID4800,2,1005845.0,4931.666666666667,1389.9333333333334
ID4810,0,3129850.0,2848.0,2848.0
ID4810,1,4194525.0,3786.5,3786.5
ID4810,2,1354140.0,13525.333333333334,2705.066666666667
ID4811,0,2385016.6666666665,2157.0,2157.0
ID4831,1,3581283.3333333335,3209.6666666666665,3209.6666666666665
ID4831,2,1309933.3333333333,13027.666666666666,2605.5333333333333
ID4857,0,2587300.0,2328.6666666666665,2328.6666666666665
ID4859,0,2810416.6666666665,2539.3333333333335,2539.3333333333335
ID4862,2,999005.0,4722.0,1357.4666666666667
ID4865,0,2991300.0,2686.0,2686.0
ID4865,1,3262925.0,2912.5,2912.5
ID4865,2,1365636.6666666667,13708.333333333334,2741.6666666666665
ID4875,0,2482033.3333333335,2226.0,2226.0
ID4878,0,3158250.0,2877.5,2877.5
ID4878,1,3681350.0,3310.0,3310.0
ID4878,2,1538446.6666666667,15435.0,3087.0
ID4883,2,661703.3333333334,6624.333333333333,1324.8666666666666
ID4895,0,2415233.3333333335,2173.0,2173.0
ID4902,2,1097183.3333333333,987.6666666666666,987.6666666666666
ID4908,1,3577933.3333333335,3221.3333333333335,3221.3333333333335
ID4908,2,1504546.6666666667,15116.666666666666,3023.3333333333335
ID4920,2,1153093.3333333333,11488.666666666666,2297.733333333333
ID4924,0,2949500.0,2631.0,2631.0
ID4924,1,3391850.0,3048.5,3048.5
ID4924,2,1322750.0,13247.0,2649.4
ID4931,0,2499216.6666666665,2251.0,2251.0
ID4951,0,2544300.0,2272.3333333333335,2272.3333333333335
ID4958,2,550760.0,5483.333333333333,1096.6666666666667
ID4960,2,1067990.0,5097.166666666667,1462.8999999999999
ID4962,2,1043025.0,5105.0,1441.9333333333334
ID4975,2,1233530.0,12286.666666666666,2457.3333333333335
ID4976,2,704286.6666666666,7010.0,1402.0
ID4978,0,2784350.0,2525.0,2525.0
ID4978,1,3287900.0,2941.0,2941.0
ID4978,2,1498186.6666666667,14844.666666666666,2968.933333333333
ID4984,2,875170.0,3855.0,1155.8
ID5002,2,1171583.3333333333,1048.3333333333333,1048.3333333333333
ID5003,2,1036100.0,5270.5,1457.5666666666666
ID5021,2,1154080.0,11519.666666666666,2303.9333333333334
ID5023,0,3184675.0,2873.0,2873.0
ID5023,1,3623100.0,3200.0,3200.0
ID5023,2,1486716.6666666667,14838.0,2967.6000000000004
ID5036,0,2276766.6666666665,2032.6666666666667,2032.6666666666667
ID5062,1,3507316.6666666665,3152.3333333333335,3152.3333333333335
ID5062,2,1364486.6666666667,13492.333333333334,2698.4666666666667
ID5099,2,647836.6666666666,6508.333333333333,1301.6666666666667
ID5106,0,2616850.0,2361.6666666666665,2361.6666666666665
ID5121,0,2819750.0,2588.0,2588.0
ID5121,1,4251375.0,3818.5,3818.5
ID5121,2,1384553.3333333333,13896.666666666666,2779.3333333333335
ID5124,0,2235950.0,2017.0,2017.0
ID5124,1,3514200.0,3167.5,3167.5
ID5124,2,1643790.0,16398.333333333332,3279.6666666666665
ID5134,2,1148046.6666666667,11399.666666666666,2279.9333333333334
ID5152,2,1147590.0,11454.0,2290.8
ID5158,2,599483.3333333334,5960.0,1192.0
ID5163,0,3018900.0,2734.0,2734.0
ID5163,1,3524200.0,3132.0,3132.0
ID5163,2,1669653.3333333333,16796.666666666668,3359.3333333333335
ID5166,0,2369600.0,2123.0,2123.0
ID5166,2,1874700.0,1664.0,1664.0
ID5176,2,930443.3333333334,4319.166666666667,1259.5666666666666
ID5178,0,3043300.0,2771.0,2771.0
ID5178,1,3394625.0,3016.5,3016.5
ID5178,2,1356120.0,13547.0,2709.4
ID5189,2,989786.6666666666,4672.333333333333,1347.8
ID5199,2,1082676.6666666667,10918.0,2183.6
ID5207,0,3057800.0,2737.0,2737.0
ID5207,1,3422500.0,3099.5,3099.5
ID5207,2,1133713.3333333333,11313.666666666666,2262.7333333333336
ID5211,2,1216783.3333333333,1101.6666666666667,1101.6666666666667
ID5224,2,1020075.0,4879.833333333333,1393.1666666666667
ID5229,2,688093.3333333334,6902.666666666667,1380.5333333333335
ID5233,0,3030250.0,2692.0,2692.0
ID5233,1,3774875.0,3410.5,3410.5
ID5233,2,1470823.3333333333,14583.333333333334,2916.6666666666665
ID5248,0,2966100.0,2663.0,2663.0
ID5248,1,3401300.0,3060.0,3060.0
ID5248,2,1541133.3333333333,15338.666666666666,3067.7333333333336
ID5250,2,1080046.6666666667,10879.333333333334,2175.866666666667
ID5264,2,1222783.3333333333,1100.3333333333333,1100.3333333333333
ID5287,0,2975083.3333333335,2663.3333333333335,2663.3333333333335
ID5287,2,1279190.0,12894.0,2578.7999999999997
ID5295,2,1157193.3333333333,11620.0,2324.0
ID5306,2,706773.3333333334,7121.0,1424.2
ID5322,2,947040.0,4372.0,1280.5333333333333
ID5330,0,2225033.3333333335,2004.0,2004.0
ID5340,2,1193660.0,11995.333333333334,2399.066666666667
ID5341,0,2282833.3333333335,2072.0,2072.0
ID5346,2,961548.3333333334,4434.666666666667,1302.0
ID5355,2,957455.0,4782.0,1340.1333333333334
ID5357,0,2814100.0,2536.0,2536.0
ID5357,1,3384725.0,3048.5,3048.5
ID5357,2,1303216.6666666667,13016.333333333334,2603.266666666667
ID5381,2,1339516.6666666667,1202.0,1202.0
ID5386,0,2571300.0,2314.3333333333335,2314.3333333333335
ID5388,0,2600666.6666666665,2347.3333333333335,2347.3333333333335
ID5390,0,2848600.0,2567.0,2567.0
ID5390,1,4061450.0,3639.0,3639.0
ID5390,2,1324133.3333333333,13184.333333333334,2636.866666666667
ID5393,2,1192950.0,1075.3333333333333,1075.3333333333333
ID5400,0,2609516.6666666665,2350.3333333333335,2350.3333333333335
ID5407,0,2763883.3333333335,2449.0,2449.0
ID5407,2,1401053.3333333333,14083.666666666666,2816.7333333333336
ID5426,0,2741750.0,2452.0,2452.0
ID5426,1,3443400.0,3092.0,3092.0
ID5426,2,1215093.3333333333,12130.0,2426.0
ID5432,2,1300783.3333333333,1173.3333333333333,1173.3333333333333
ID5436,2,698266.6666666666,6972.333333333333,1394.4666666666665
ID5440,2,1101650.0,995.3333333333334,995.3333333333334
ID5446,0,2463383.3333333335,2227.6666666666665,2227.6666666666665
ID5458,0,2673925.0,2393.5,2393.5
ID5458,1,3284500.0,2970.0,2970.0
ID5458,2,1629913.3333333333,16224.666666666666,3244.933333333333
ID5463,0,2767125.0,2475.0,2475.0
ID5463,1,3702550.0,3283.0,3283.0
ID5463,2,1524773.3333333333,15225.333333333334,3045.066666666667
ID5468,0,2653900.0,2396.0,2396.0
ID5498,0,2704200.0,2440.0,2440.0
ID5498,1,3421350.0,3097.0,3097.0
ID5498,2,1436723.3333333333,14429.0,2885.7999999999997
ID5499,2,1068963.3333333333,10655.0,2131.0
ID5501,2,1145316.6666666667,1034.6666666666667,1034.6666666666667
ID5518,2,670490.0,6744.333333333333,1348.8666666666668
ID5520,0,3172300.0,2827.0,2827.0
ID5520,1,3363450.0,3014.5,3014.5
ID5520,2,1366236.6666666667,13771.333333333334,2754.2666666666664
ID5532,2,1188600.0,1074.3333333333333,1074.3333333333333
ID5538,0,2423866.6666666665,2179.6666666666665,2179.6666666666665
ID5556,2,1257030.0,12546.666666666666,2509.3333333333335
ID5557,0,2759800.0,2496.6666666666665,2496.6666666666665
ID5561,2,997476.6666666666,9979.666666666666,1995.9333333333334
ID5562,2,1330466.6666666667,1205.3333333333333,1205.3333333333333
ID5563,2,1318005.0,8288.333333333334,2049.5333333333333
ID5566,0,2653900.0,2394.0,2394.0
ID5566,1,3462550.0,3113.5,3113.5
ID5566,2,1183703.3333333333,11898.333333333334,2379.6666666666665
ID5579,2,1077633.3333333333,10718.666666666666,2143.733333333333
ID5591,2,1114296.6666666667,11093.0,2218.6
ID5606,2,1132256.6666666667,11385.333333333334,2277.066666666667
ID5618,0,2469283.3333333335,2213.6666666666665,2213.6666666666665
ID5627,0,2876650.0,2579.0,2579.0
ID5627,1,3397150.0,3072.0,3072.0
ID5627,2,1712440.0,17155.0,3431.0
ID5641,0,3000500.0,2702.0,2702.0
ID5641,1,3520650.0,3183.5,3183.5
ID5641,2,1602936.6666666667,16050.0,3210.0
ID5642,2,982213.3333333334,4829.5,1362.1666666666667
ID5643,2,1170120.0,11777.333333333334,2355.4666666666667
ID5646,0,2718002.5,6978.0,2998.2
ID5646,2,1301285.0,12975.0,2595.0
ID5654,0,2585533.3333333335,2315.6666666666665,2315.6666666666665
ID5655,0,2336783.3333333335,2102.6666666666665,2102.6666666666665
ID5662,0,3113350.0,2753.0,2753.0
ID5662,1,3766550.0,3375.5,3375.5
ID5662,2,1453320.0,14568.333333333334,2913.6666666666665
ID5677,0,2482516.6666666665,2240.6666666666665,2240.6666666666665
ID5679,0,2631366.6666666665,2362.0,2362.0
ID5712,2,938660.0,4284.666666666667,1261.4666666666667
ID5720,2,1269016.6666666667,1141.0,1141.0
ID5726,2,1231333.3333333333,1100.0,1100.0
ID5728,0,2656450.0,2379.0,2379.0
ID5728,1,3403025.0,3057.0,3057.0
ID5728,2,1495820.0,14934.333333333334,2986.866666666667
ID5758,0,3130950.0,2845.5,2845.5
ID5758,1,3689100.0,3302.0,3302.0
ID5758,2,1336680.0,13359.0,2671.8
ID5770,0,2630950.0,2310.0,2310.0
ID5770,1,3308100.0,2994.5,2994.5
ID5770,2,1437496.6666666667,14472.0,2894.4
ID5772,0,2329900.0,2109.5,2109.5
ID5772,2,1646150.0,1467.0,1467.0
ID5781,2,1163650.0,1049.6666666666667,1049.6666666666667
ID5792,2,960283.3333333334,4387.333333333333,1285.6000000000001
ID5797,2,1218193.3333333333,12150.333333333334,2430.0666666666666
ID5799,0,2625266.6666666665,2360.6666666666665,2360.6666666666665
ID5825,2,573213.3333333334,5706.0,1141.2
ID5839,0,3062850.0,2737.0,2737.0
ID5839,1,3660300.0,3295.5,3295.5
ID5839,2,1422670.0,14355.0,2871.0
ID5840,2,1257366.6666666667,1133.6666666666667,1133.6666666666667
ID5842,2,961028.3333333334,4445.666666666667,1296.0666666666666
ID5858,2,1091596.6666666667,10927.666666666666,2185.5333333333333
ID5859,0,2610890.0,26031.0,5206.2
ID5867,2,966593.3333333334,4522.0,1311.2
ID5868,2,707030.0,7022.666666666667,1404.5333333333335
ID5879,2,1219853.3333333333,12216.0,2443.2000000000003
ID5884,2,1045123.3333333334,5131.833333333333,1451.1666666666667
ID5889,2,686380.0,6837.666666666667,1367.5333333333335
ID5899,0,3058950.0,2733.0,2733.0
ID5899,1,3325000.0,3000.5,3000.5
ID5899,2,1580940.0,15697.333333333334,3139.4666666666667
ID5913,0,2290756.6666666665,22843.0,4568.599999999999
ID5913,1,4183966.6666666665,3777.3333333333335,3777.3333333333335
ID5926,2,898235.0,3962.0,1192.0
ID5934,2,1050998.3333333333,4993.0,1433.2666666666667
ID5939,0,2594650.0,2340.0,2340.0
ID5942,2,1167133.3333333333,1049.0,1049.0
ID5959,2,989336.6666666666,4449.0,1320.6000000000001
ID5967,2,975440.0,4421.833333333333,1305.5666666666666
ID5971,2,720486.6666666666,7219.333333333333,1443.8666666666668
ID5979,0,2772600.0,2494.0,2494.0
ID5979,1,3918825.0,3529.0,3529.0
ID5979,2,1364776.6666666667,13645.0,2729.0
ID5985,2,1176500.0,1053.3333333333333,1053.3333333333333
ID6020,2,1001893.3333333334,4887.666666666667,1383.2666666666667
ID6025,2,1177533.3333333333,11744.333333333334,2348.866666666667
ID6026,2,1221743.3333333333,12221.666666666666,2444.3333333333335
ID6031,1,3342416.6666666665,3010.0,3010.0
ID6031,2,1432096.6666666667,14307.0,2861.4
ID6037,2,1248783.3333333333,1127.3333333333333,1127.3333333333333
ID6038,2,633816.6666666666,6436.666666666667,1287.3333333333333
ID6039,2,1154223.3333333333,11510.666666666666,2302.133333333333
ID6046,0,2897150.0,2595.5,2595.5
ID6046,1,3242000.0,2939.0,2939.0
ID6046,2,1512093.3333333333,15094.666666666666,3018.933333333333
ID6052,2,1025586.6666666666,5122.166666666667,1430.8333333333333
ID6055,0,2162823.3333333335,21649.333333333332,4329.866666666666
ID6078,1,3497650.0,3161.3333333333335,3161.3333333333335
ID6078,2,1485110.0,14779.0,2955.7999999999997
ID6080,0,2662766.6666666665,2402.0,2402.0
ID6089,0,2940050.0,2658.0,2658.0
ID6089,1,3762075.0,3406.0,3406.0
ID6089,2,1465326.6666666667,14637.666666666666,2927.5333333333333
ID6094,2,1079216.6666666667,10806.0,2161.2000000000003
ID6103,2,1101666.6666666667,1002.6666666666666,1002.6666666666666
ID6105,2,1179030.0,11909.333333333334,2381.866666666667
ID6126,2,1194653.3333333333,11924.333333333334,2384.866666666667
ID6135,2,1181250.0,11775.333333333334,2355.066666666667
ID6137,2,945133.3333333334,4035.3333333333335,1238.5333333333333
ID6149,2,1023181.6666666666,4938.0,1405.4666666666665
ID6156,2,1094386.6666666667,11019.666666666666,2203.933333333333
ID6161,2,944605.0,4506.833333333333,1296.0333333333335
ID6162,2,1017578.3333333334,4714.833333333333,1379.1000000000001
ID6166,2,1092446.6666666667,10954.666666666666,2190.9333333333334
ID6167,2,1079103.3333333333,10661.666666666666,2132.3333333333335
ID6201,2,1008075.0,4654.666666666667,1358.0
ID6210,2,1093570.0,10901.666666666666,2180.3333333333335
ID6214,0,2193550.0,22015.0,4403.0
ID6214,1,3363816.6666666665,3047.6666666666665,3047.6666666666665
ID6225,2,1095943.3333333333,10955.333333333334,2191.066666666667
ID6226,0,2321300.0,2132.0,2132.0
ID6226,1,3534450.0,3191.0,3191.0
ID6226,2,1425126.6666666667,14183.0,2836.6000000000004
ID6228,0,3085250.0,2762.0,2762.0
ID6228,1,3486500.0,3119.5,3119.5
ID6228,2,1549726.6666666667,15513.333333333334,3102.6666666666665
ID6278,0,2593583.3333333335,2335.3333333333335,2335.3333333333335
ID6284,2,1180450.0,1065.6666666666667,1065.6666666666667
ID6289,2,633990.0,6337.0,1267.3999999999999
ID6292,2,1154513.3333333333,11559.0,2311.7999999999997
ID6295,0,3023725.0,2766.0,2766.0
ID6295,1,3232950.0,2887.0,2887.0
ID6295,2,1502710.0,15098.666666666666,3019.7333333333336
ID6296,0,2816775.0,2557.5,2557.5
ID6296,1,3746750.0,3379.0,3379.0
ID6296,2,1249660.0,12438.666666666666,2487.733333333333
ID6304,0,2992350.0,2731.0,2731.0
ID6304,1,3729000.0,3339.0,3339.0
ID6304,2,1415880.0,14112.333333333334,2822.4666666666667
ID6307,0,3084916.6666666665,2776.0,2776.0
ID6307,2,1239933.3333333333,12509.666666666666,2501.9333333333334
ID6334,2,974240.0,4658.666666666667,1334.2666666666667
ID6352,2,1138593.3333333333,11317.666666666666,2263.5333333333333
ID6357,0,2977500.0,2698.0,2698.0
ID6357,1,3359025.0,3024.5,3024.5
ID6357,2,1439900.0,14366.666666666666,2873.3333333333335
ID6361,0,2530100.0,2276.6666666666665,2276.6666666666665
ID6379,2,688980.0,6841.0,1368.2
ID6385,1,3373866.6666666665,3015.0,3015.0
ID6385,2,1289373.3333333333,12994.0,2598.8
ID6387,2,1162083.3333333333,1045.6666666666667,1045.6666666666667
ID6394,0,2611633.3333333335,2353.6666666666665,2353.6666666666665
ID6397,0,2805575.0,2533.5,2533.5
ID6397,1,3223400.0,2882.0,2882.0
ID6397,2,1458196.6666666667,14643.666666666666,2928.7333333333336
ID6408,2,748533.3333333334,7437.333333333333,1487.4666666666665
ID6411,2,1007596.6666666666,4938.0,1394.0
ID6449,2,1216850.0,1092.3333333333333,1092.3333333333333
ID6459,0,2589550.0,2320.0,2320.0
ID6459,1,3521400.0,3173.0,3173.0
ID6459,2,1235596.6666666667,12443.666666666666,2488.7333333333336
ID6475,0,2536450.0,2276.0,2276.0
ID6476,0,2730100.0,2454.6666666666665,2454.6666666666665
ID6487,0,2860600.0,2561.0,2561.0
ID6487,1,3278375.0,2939.0,2939.0
ID6487,2,1394473.3333333333,14014.666666666666,2802.933333333333
ID6490,2,1239533.3333333333,1112.3333333333333,1112.3333333333333
ID6501,2,1038350.0,942.0,942.0
ID6510,0,3043200.0,2730.0,2730.0
ID6510,1,3561525.0,3204.5,3204.5
ID6510,2,1309803.3333333333,13106.666666666666,2621.3333333333335
ID6513,2,962785.0,4613.833333333333,1319.9666666666667
ID6526,2,783263.3333333334,7838.0,1567.6000000000001
ID6542,2,717990.0,7153.666666666667,1430.7333333333333
ID6549,2,1068271.6666666667,5162.333333333333,1471.0
ID6554,0,2238625.0,2027.5,2027.5
ID6554,2,1880100.0,1679.0,1679.0
ID6558,0,2373750.0,2129.0,2129.0
ID6558,1,3519350.0,3172.0,3172.0
ID6558,2,1308840.0,13132.333333333334,2626.4666666666667
ID6564,0,2678850.0,2427.0,2427.0
ID6564,1,3436750.0,3081.5,3081.5
ID6564,2,1532706.6666666667,15372.666666666666,3074.5333333333333
ID6573,2,670940.0,6679.666666666667,1335.9333333333334
ID6574,1,5236683.333333333,4714.0,4714.0
ID6574,2,1307046.6666666667,13211.666666666666,2642.3333333333335
ID6600,0,2456775.0,2210.0,2210.0
ID6600,2,1810950.0,1644.0,1644.0
ID6602,0,3108025.0,2802.0,2802.0
ID6602,1,4091600.0,3670.0,3670.0
ID6602,2,1409370.0,14237.333333333334,2847.4666666666667
ID6611,2,632946.6666666666,6359.666666666667,1271.9333333333334
ID6613,0,2582900.0,2319.0,2319.0
ID6613,1,3897475.0,3514.5,3514.5
ID6613,2,1551870.0,15494.666666666666,3098.933333333333
ID6620,0,3004750.0,2702.5,2702.5
ID6620,1,3487650.0,3140.0,3140.0
ID6620,2,1308586.6666666667,13064.333333333334,2612.866666666667
ID6628,0,2685641.6666666665,13607.833333333334,3746.7666666666664
ID6641,0,2503866.6666666665,2260.0,2260.0
ID6660,2,716576.6666666666,7185.333333333333,1437.0666666666666
ID6675,2,1022166.6666666666,918.6666666666666,918.6666666666666
ID6697,0,2595650.0,2325.0,2325.0
ID6700,0,2707766.6666666665,2432.0,2432.0
ID6708,0,2159290.0,21703.0,4340.6
ID6708,1,3629400.0,3289.0,3289.0
ID6708,2,1839120.0,18417.0,3683.4
ID6737,2,1024885.0,4949.0,1408.3333333333333
ID6745,2,1024970.0,5132.333333333333,1431.1333333333332
ID6766,2,970936.6666666666,9711.333333333334,1942.2666666666667
ID6799,0,2788350.0,2545.0,2545.0
ID6799,1,3456900.0,3129.0,3129.0
ID6799,2,1558306.6666666667,15566.333333333334,3113.2666666666664
ID6805,0,2914850.0,2600.0,2600.0
ID6805,1,3745100.0,3370.0,3370.0
ID6805,2,1495893.3333333333,14873.0,2974.6000000000004
ID6823,2,574673.3333333334,5722.666666666667,1144.5333333333335
ID6849,1,3525216.6666666665,3165.6666666666665,3165.6666666666665
ID6849,2,1651823.3333333333,16487.0,3297.4
ID6859,2,896870.0,3897.3333333333335,1177.2
ID6863,2,1260463.3333333333,12669.0,2533.7999999999997
ID6869,0,2706950.0,2406.0,2406.0
ID6869,1,3978075.0,3599.0,3599.0
ID6869,2,1675756.6666666667,16827.666666666668,3365.5333333333333
ID6874,2,1093083.3333333333,983.0,983.0
ID6875,2,1024781.6666666666,5088.333333333333,1431.0
ID6878,2,964150.0,4259.333333333333,1276.1333333333334
ID6886,0,2889550.0,2619.5,2619.5
ID6886,1,3827300.0,3445.0,3445.0
ID6886,2,1293343.3333333333,12872.666666666666,2574.5333333333333
ID6900,0,2478343.3333333335,24654.0,4930.8
ID6901,0,2312650.0,2086.3333333333335,2086.3333333333335
ID6904,2,1215150.0,1097.6666666666667,1097.6666666666667
ID6908,0,2768050.0,2489.6666666666665,2489.6666666666665
ID6909,0,2839350.0,2549.0,2549.0
ID6909,1,3775350.0,3437.0,3437.0
ID6909,2,1520490.0,15251.666666666666,3050.3333333333335
ID6925,0,2412550.0,2193.3333333333335,2193.3333333333335
ID6927,0,2979616.6666666665,2710.0,2710.0
ID6927,2,1355700.0,13639.666666666666,2727.933333333334
ID6929,0,2762950.0,2450.0,2450.0
ID6929,1,3456200.0,3104.5,3104.5
ID6929,2,1655686.6666666667,16531.666666666668,3306.3333333333335
ID6950,2,1313650.0,13273.0,2654.6
ID6952,2,1036086.6666666666,10351.0,2070.2000000000003
ID6953,2,973898.3333333334,4931.833333333333,1368.3666666666668
ID6954,0,2466633.3333333335,2240.3333333333335,2240.3333333333335
ID6958,1,3506283.3333333335,3154.0,3154.0
ID6958,2,1386656.6666666667,13796.0,2759.2000000000003
ID6967,0,2964716.6666666665,2678.3333333333335,2678.3333333333335
ID6967,2,1191820.0,11898.0,2379.6
ID6976,1,3566483.3333333335,3172.0,3172.0
ID6976,2,1490000.0,14782.0,2956.4
ID6977,2,984506.6666666666,4353.333333333333,1304.3999999999999
ID6983,0,2501425.0,2250.0,2250.0
ID6983,1,3556750.0,3175.0,3175.0
ID6983,2,1339130.0,13407.666666666666,2681.5333333333333
ID7001,2,940495.0,4372.5,1271.4333333333334
ID7011,0,2563583.3333333335,2319.0,2319.0
ID7018,0,2696500.0,2446.0,2446.0
ID7018,1,3339225.0,3024.5,3024.5
ID7018,2,1617370.0,16206.0,3241.2000000000003
ID7022,2,1053443.3333333333,10506.333333333334,2101.266666666667
ID7029,0,2317886.6666666665,23105.0,4621.0
ID7029,1,4112383.3333333335,3706.0,3706.0
ID7033,2,1020435.0,4920.666666666667,1402.8
ID7041,0,2670883.3333333335,2401.6666666666665,2401.6666666666665
ID7045,2,1080726.6666666667,5344.0,1503.7333333333336
ID7050,2,1239293.3333333333,12258.0,2451.6
ID7063,2,1012610.0,4752.5,1375.9666666666665
ID7064,2,1196000.0,1073.3333333333333,1073.3333333333333
ID7069,2,912273.3333333334,4202.666666666667,1235.6000000000001
ID7071,0,2434150.0,2218.0,2218.0
ID7071,1,3474000.0,3132.0,3132.0
ID7071,2,1390606.6666666667,14011.666666666666,2802.3333333333335
ID7073,2,1047030.0,5160.666666666667,1452.2666666666667
ID7107,0,2401950.0,2163.0,2163.0
ID7109,0,2678216.6666666665,2383.0,2383.0
ID7109,2,1415476.6666666667,14216.333333333334,2843.2666666666664
ID7120,0,2477683.3333333335,2227.3333333333335,2227.3333333333335
ID7133,2,1059775.0,5228.666666666667,1470.5333333333335
ID7137,0,2720476.6666666665,27420.333333333332,5484.066666666667
ID7137,1,6990250.0,6295.666666666667,6295.666666666667
ID7138,2,1228370.0,12204.0,2440.7999999999997
ID7140,2,1158250.0,1038.6666666666667,1038.6666666666667
