Outlet_ID,product_type,Month,total_sales,no_units,total_volume,area(sqft)
ID3310,1,3,661530.0,6756.0,1351.2,521.0
ID3330,0,1,4127000.0,3712.0,3712.0,6365.0
ID3330,0,2,2628800.0,2327.0,2327.0,6365.0
ID3330,0,3,2805550.0,2490.0,2490.0,6365.0
ID3330,1,1,1480730.0,14716.0,2943.2000000000003,6365.0
ID3330,1,2,1243400.0,12559.0,2511.8,6365.0
ID3330,1,3,1371270.0,13642.0,2728.4,6365.0
ID3331,1,1,1135450.0,11124.0,2224.8,3913.0
ID3331,1,2,1048930.0,10591.0,2118.2000000000003,3913.0
ID3331,1,3,907450.0,9024.0,1804.8,3913.0
ID3335,0,1,1210100.0,1094.0,1094.0,1357.0
ID3335,0,2,1355750.0,1211.0,1211.0,1357.0
ID3335,0,3,1213900.0,1095.0,1095.0,1357.0
ID3343,0,1,1242700.0,1115.0,1115.0,2904.0
ID3343,0,2,1193850.0,1071.0,1071.0,2904.0
ID3343,0,3,1353150.0,1211.0,1211.0,2904.0
ID3376,0,1,2611300.0,2331.0,2331.0,7751.0
ID3376,0,2,3689300.0,3292.0,3292.0,7751.0
ID3376,0,3,3037600.0,2764.0,2764.0,7751.0
ID3376,1,1,1304180.0,13012.0,2602.4,7751.0
ID3376,1,2,1551730.0,15429.0,3085.8,7751.0
ID3376,1,3,1455730.0,14570.0,2914.0,7751.0
ID3386,0,1,4012650.0,3603.0,3603.0,3837.0
ID3386,0,2,2295250.0,2095.0,2095.0,3837.0
ID3386,0,3,3754100.0,3409.0,3409.0,3837.0
ID3386,1,1,1624260.0,16082.0,3216.4,3837.0
ID3386,1,2,1464550.0,14539.0,2907.8,3837.0
ID3386,1,3,1457870.0,14516.0,2903.2000000000003,3837.0
ID3409,0,1,1080500.0,973.0,973.0,2069.0
ID3409,0,2,1153600.0,1036.0,1036.0,2069.0
ID3409,0,3,1341150.0,1206.0,1206.0,2069.0
ID3420,1,1,1194150.0,11857.0,2371.4,5423.0
ID3420,1,2,1079790.0,10838.0,2167.6,5423.0
ID3420,1,3,936380.0,9343.0,1868.6,5423.0
ID3425,1,1,1228780.0,12312.0,2462.4,3893.0
ID3425,1,2,1225510.0,12118.0,2423.6,3893.0
ID3425,1,3,950370.0,9568.0,1913.6,3893.0
ID3435,0,1,1205400.0,1083.0,1083.0,3159.0
ID3435,0,2,993200.0,908.0,908.0,3159.0
ID3435,0,3,1153600.0,1036.0,1036.0,3159.0
ID3435,1,1,728520.0,7333.0,1466.6,3159.0
ID3435,1,2,917030.0,9179.0,1835.8000000000002,3159.0
ID3435,1,3,1114910.0,11308.0,2261.6,3159.0
ID3447,1,1,1320050.0,13365.0,2673.0,5947.0
ID3447,1,2,1143360.0,11451.0,2290.2000000000003,5947.0
ID3447,1,3,1196010.0,11999.0,2399.8,5947.0
ID3458,0,1,3800850.0,3445.0,3445.0,8811.0
ID3458,0,2,3455000.0,3124.0,3124.0,8811.0
ID3458,0,3,3010850.0,2682.0,2682.0,8811.0
ID3458,1,1,1490670.0,14878.0,2975.6,8811.0
ID3458,1,2,1555180.0,15504.0,3100.8,8811.0
ID3458,1,3,1534910.0,15167.0,3033.4,8811.0
ID3499,0,1,1201850.0,1086.0,1086.0,828.0
ID3499,0,2,942400.0,844.0,844.0,828.0
ID3499,0,3,906850.0,824.0,824.0,828.0
ID3499,1,1,813450.0,8118.0,1623.6000000000001,828.0
ID3499,1,2,729420.0,7283.0,1456.6000000000001,828.0
ID3499,1,3,905490.0,8981.0,1796.2,828.0
ID3517,0,1,3101400.0,2796.0,2796.0,6050.0
ID3517,0,2,2635200.0,2386.0,2386.0,6050.0
ID3517,0,3,2101350.0,1884.0,1884.0,6050.0
ID3522,0,1,1055500.0,952.0,952.0,1478.0
ID3522,0,2,1071950.0,963.0,963.0,1478.0
ID3522,0,3,1095150.0,986.0,986.0,1478.0
ID3522,1,1,825620.0,8078.0,1615.6000000000001,1478.0
ID3522,1,2,998090.0,10070.0,2014.0000000000002,1478.0
ID3522,1,3,792720.0,8045.0,1609.0,1478.0
ID3529,0,1,2834200.0,2551.0,2551.0,8921.0
ID3529,0,2,3239050.0,2935.0,2935.0,8921.0
ID3529,0,3,2800550.0,2506.0,2506.0,8921.0
ID3529,1,1,1485520.0,14775.0,2955.0,8921.0
ID3529,1,2,1498370.0,14854.0,2970.8,8921.0
ID3529,1,3,1489090.0,15076.0,3015.2000000000003,8921.0
ID3534,0,1,3052450.0,2764.0,2764.0,8683.0
ID3534,0,2,2802250.0,2525.0,2525.0,8683.0
ID3534,0,3,3433850.0,3117.0,3117.0,8683.0
ID3534,1,1,1591680.0,15879.0,3175.8,8683.0
ID3534,1,2,1590280.0,15840.0,3168.0,8683.0
ID3534,1,3,1636110.0,16461.0,3292.2,8683.0
ID3549,0,1,4634900.0,4197.0,4197.0,7061.5
ID3549,0,2,4494200.0,4094.0,4094.0,7061.5
ID3549,0,3,4398250.0,3978.0,3978.0,7061.5
ID3549,1,1,1241610.0,12651.0,2530.2,7061.5
ID3549,1,2,1700970.0,16970.0,3394.0,7061.5
ID3549,1,3,1385070.0,13764.0,2752.8,7061.5
ID3551,0,1,3057600.0,2733.0,2733.0,9912.0
ID3551,0,2,3092200.0,2818.0,2818.0,9912.0
ID3551,0,3,3354100.0,3022.0,3022.0,9912.0
ID3551,1,1,1273520.0,12622.0,2524.4,9912.0
ID3551,1,2,1313400.0,13242.0,2648.4,9912.0
ID3551,1,3,1364210.0,13648.0,2729.6,9912.0
ID3554,0,1,1283850.0,1161.0,1161.0,511.0
ID3554,0,2,1221700.0,1094.0,1094.0,511.0
ID3554,0,3,1109700.0,1005.0,1005.0,511.0
ID3554,1,1,737490.0,7469.0,1493.8000000000002,511.0
ID3554,1,2,843620.0,8345.0,1669.0,511.0
ID3554,1,3,1044820.0,10472.0,2094.4,511.0
ID3570,0,1,3204150.0,2871.0,2871.0,8867.0
ID3570,0,2,2636300.0,2398.0,2398.0,8867.0
ID3570,0,3,3018400.0,2698.0,2698.0,8867.0
ID3570,1,1,1537240.0,15296.0,3059.2000000000003,8867.0
ID3570,1,2,1795360.0,17899.0,3579.8,8867.0
ID3570,1,3,1484490.0,14827.0,2965.4,8867.0
ID3582,1,1,1385200.0,13866.0,2773.2000000000003,5368.0
ID3582,1,2,1217420.0,12311.0,2462.2,5368.0
ID3582,1,3,1355870.0,13533.0,2706.6,5368.0
ID3590,0,1,3382050.0,3007.0,3007.0,9785.0
ID3590,0,2,4307050.0,3880.0,3880.0,9785.0
ID3590,0,3,3452500.0,3093.0,3093.0,9785.0
ID3590,1,1,1644740.0,16440.0,3288.0,9785.0
ID3590,1,2,1233660.0,12163.0,2432.6,9785.0
ID3590,1,3,1336850.0,13373.0,2674.6,9785.0
ID3607,0,1,3728500.0,3359.0,3359.0,9638.0
ID3607,0,2,2683950.0,2445.0,2445.0,9638.0
ID3607,0,3,3214800.0,2907.0,2907.0,9638.0
ID3607,1,1,1172380.0,11710.0,2342.0,9638.0
ID3607,1,2,1656070.0,16584.0,3316.8,9638.0
ID3607,1,3,1512340.0,15326.0,3065.2,9638.0
ID3631,0,1,1210000.0,1093.0,1093.0,1194.0
ID3631,0,2,1127700.0,1015.0,1015.0,1194.0
ID3631,0,3,1162950.0,1034.0,1034.0,1194.0
ID3631,1,1,753500.0,7560.0,1512.0,1194.0
ID3631,1,2,971780.0,9700.0,1940.0,1194.0
ID3631,1,3,813860.0,8100.0,1620.0,1194.0
ID3641,0,1,1076050.0,967.0,967.0,3105.0
ID3641,0,2,1083550.0,989.0,989.0,3105.0
ID3641,0,3,1160650.0,1047.0,1047.0,3105.0
ID3641,1,1,626840.0,6253.0,1250.6,3105.0
ID3641,1,2,896640.0,8921.0,1784.2,3105.0
ID3641,1,3,892930.0,8899.0,1779.8000000000002,3105.0
ID3652,0,1,3243850.0,2924.0,2924.0,3672.0
ID3652,0,2,2718450.0,2470.0,2470.0,3672.0
ID3652,0,3,3448250.0,3121.0,3121.0,3672.0
ID3652,1,1,1137000.0,11069.0,2213.8,3672.0
ID3652,1,2,1102090.0,11032.0,2206.4,3672.0
ID3652,1,3,1540510.0,15518.0,3103.6000000000004,3672.0
ID3656,1,1,1291100.0,12967.0,2593.4,4795.0
ID3656,1,2,1288030.0,12854.0,2570.8,4795.0
ID3656,1,3,1347990.0,13469.0,2693.8,4795.0
ID3662,0,1,1095400.0,990.0,990.0,3715.0
ID3662,0,2,1355750.0,1226.0,1226.0,3715.0
ID3662,0,3,1108850.0,985.0,985.0,3715.0
ID3688,1,1,952470.0,9580.0,1916.0,4030.0
ID3688,1,2,1231220.0,12356.0,2471.2,4030.0
ID3688,1,3,1384990.0,13852.0,2770.4,4030.0
ID3689,0,1,3374050.0,2997.0,2997.0,7432.0
ID3689,0,2,3475600.0,3108.0,3108.0,7432.0
ID3689,0,3,3333550.0,3056.0,3056.0,7432.0
ID3689,1,1,1567070.0,15558.0,3111.6,7432.0
ID3689,1,2,1281640.0,12814.0,2562.8,7432.0
ID3689,1,3,1553000.0,15302.0,3060.4,7432.0
ID3715,1,1,1092810.0,11112.0,2222.4,4303.0
ID3715,1,2,798940.0,8000.0,1600.0,4303.0
ID3715,1,3,1069070.0,10693.0,2138.6,4303.0
ID3723,0,1,1134250.0,1024.0,1024.0,3435.0
ID3723,0,2,1113300.0,1009.0,1009.0,3435.0
ID3723,0,3,1207350.0,1082.0,1082.0,3435.0
ID3723,1,1,963200.0,9527.0,1905.4,3435.0
ID3723,1,2,866870.0,8640.0,1728.0,3435.0
ID3723,1,3,992010.0,9801.0,1960.2,3435.0
ID3726,1,1,1107320.0,11180.0,2236.0,5537.0
ID3726,1,2,1200850.0,11975.0,2395.0,5537.0
ID3726,1,3,1062530.0,10744.0,2148.8,5537.0
ID3739,0,1,3079750.0,2781.0,2781.0,3753.0
ID3739,0,2,3424500.0,3111.0,3111.0,3753.0
ID3739,0,3,3070450.0,2752.0,2752.0,3753.0
ID3739,1,1,1127080.0,11196.0,2239.2,3753.0
ID3739,1,2,1502360.0,14830.0,2966.0,3753.0
ID3739,1,3,1788630.0,17924.0,3584.8,3753.0
ID3741,0,1,3594150.0,3220.0,3220.0,4349.0
ID3741,0,2,3661050.0,3296.0,3296.0,4349.0
ID3741,0,3,3843450.0,3467.0,3467.0,4349.0
ID3741,1,1,717560.0,7228.0,1445.6,4349.0
ID3741,1,2,858680.0,8569.0,1713.8000000000002,4349.0
ID3741,1,3,956750.0,9574.0,1914.8000000000002,4349.0
ID3762,0,1,1201800.0,1076.0,1076.0,3483.0
ID3762,0,2,1414350.0,1264.0,1264.0,3483.0
ID3762,0,3,1129250.0,1025.0,1025.0,3483.0
ID3762,1,1,879150.0,8670.0,1734.0,3483.0
ID3762,1,2,704180.0,7015.0,1403.0,3483.0
ID3762,1,3,701760.0,6948.0,1389.6,3483.0
ID3767,0,1,1088800.0,986.0,986.0,3713.0
ID3767,0,2,855900.0,767.0,767.0,3713.0
ID3767,0,3,1255200.0,1125.0,1125.0,3713.0
ID3768,0,1,2517500.0,2265.0,2265.0,4743.0
ID3768,0,2,2136350.0,1934.0,1934.0,4743.0
ID3768,0,3,2423100.0,2202.0,2202.0,4743.0
ID3773,0,1,2708200.0,2456.0,2456.0,3234.0
ID3773,0,2,2399850.0,2163.0,2163.0,3234.0
ID3773,0,3,2568300.0,2309.0,2309.0,3234.0
ID3794,0,1,2760250.0,2488.0,2488.0,9219.0
ID3794,0,2,2927050.0,2643.0,2643.0,9219.0
ID3794,0,3,2674800.0,2435.0,2435.0,9219.0
ID3797,1,1,542240.0,5414.0,1082.8000000000002,993.0
ID3797,1,2,686340.0,6848.0,1369.6,993.0
ID3797,1,3,516810.0,5218.0,1043.6000000000001,993.0
ID3807,1,1,1185940.0,11764.0,2352.8,5632.0
ID3807,1,2,973120.0,9808.0,1961.6000000000001,5632.0
ID3807,1,3,1244320.0,12500.0,2500.0,5632.0
ID3813,0,1,1105400.0,995.0,995.0,3653.0
ID3813,0,2,1131100.0,1020.0,1020.0,3653.0
ID3813,0,3,1211450.0,1090.0,1090.0,3653.0
ID3813,1,1,904990.0,9139.0,1827.8000000000002,3653.0
ID3813,1,2,937960.0,9424.0,1884.8,3653.0
ID3813,1,3,773710.0,7723.0,1544.6,3653.0
ID3815,0,1,1103700.0,1000.0,1000.0,1826.0
ID3815,0,2,1123250.0,1009.0,1009.0,1826.0
ID3815,0,3,1275550.0,1159.0,1159.0,1826.0
ID3839,0,1,3171550.0,2866.0,2866.0,5199.0
ID3839,0,2,2986100.0,2698.0,2698.0,5199.0
ID3839,0,3,3108950.0,2773.0,2773.0,5199.0
ID3839,1,1,1476970.0,14806.0,2961.2000000000003,5199.0
ID3839,1,2,1395420.0,13799.0,2759.8,5199.0
ID3839,1,3,1361040.0,13550.0,2710.0,5199.0
ID3844,0,1,2851800.0,2601.0,2601.0,8838.0
ID3844,0,2,3182500.0,2855.0,2855.0,8838.0
ID3844,0,3,3159600.0,2877.0,2877.0,8838.0
ID3844,1,1,1763670.0,17713.0,3542.6000000000004,8838.0
ID3844,1,2,1212750.0,12157.0,2431.4,8838.0
ID3844,1,3,1675560.0,16745.0,3349.0,8838.0
ID3859,0,1,1256150.0,1129.0,1129.0,1181.0
ID3859,0,2,1107100.0,997.0,997.0,1181.0
ID3859,0,3,1050100.0,950.0,950.0,1181.0
ID3859,1,1,985900.0,9804.0,1960.8,1181.0
ID3859,1,2,805270.0,8169.0,1633.8000000000002,1181.0
ID3859,1,3,836510.0,8438.0,1687.6000000000001,1181.0
ID3866,0,1,3849300.0,3475.0,3475.0,9099.0
ID3866,0,2,3200600.0,2890.0,2890.0,9099.0
ID3866,0,3,2857650.0,2588.0,2588.0,9099.0
ID3866,1,1,1453900.0,14696.0,2939.2,9099.0
ID3866,1,2,1102000.0,10967.0,2193.4,9099.0
ID3866,1,3,1156250.0,11625.0,2325.0,9099.0
ID3871,0,1,2968350.0,2684.0,2684.0,8529.0
ID3871,0,2,4203300.0,3846.0,3846.0,8529.0
ID3871,0,3,2505900.0,2264.0,2264.0,8529.0
ID3871,1,1,1444530.0,14566.0,2913.2000000000003,8529.0
ID3871,1,2,1286830.0,12849.0,2569.8,8529.0
ID3871,1,3,1323660.0,13189.0,2637.8,8529.0
ID3874,0,1,1109200.0,998.0,998.0,731.0
ID3874,0,2,1142350.0,1035.0,1035.0,731.0
ID3874,0,3,1333300.0,1206.0,1206.0,731.0
ID3876,1,1,884950.0,8776.0,1755.2,4063.0
ID3876,1,2,1272570.0,12649.0,2529.8,4063.0
ID3876,1,3,1469160.0,14447.0,2889.4,4063.0
ID3881,0,1,3449600.0,3096.0,3096.0,6122.0
ID3881,0,2,2184600.0,1917.0,1917.0,6122.0
ID3881,0,3,3748700.0,3329.0,3329.0,6122.0
ID3881,1,1,1450960.0,14517.0,2903.4,6122.0
ID3881,1,2,1423310.0,14352.0,2870.4,6122.0
ID3881,1,3,1343460.0,13443.0,2688.6,6122.0
ID3899,0,1,1360700.0,1223.0,1223.0,3948.0
ID3899,0,2,1167850.0,1057.0,1057.0,3948.0
ID3899,0,3,1334900.0,1204.0,1204.0,3948.0
ID3910,1,1,874480.0,8782.0,1756.4,5142.0
ID3910,1,2,1165100.0,11596.0,2319.2000000000003,5142.0
ID3910,1,3,1225850.0,12236.0,2447.2,5142.0
ID3922,0,1,2988300.0,2642.0,2642.0,6082.0
ID3922,0,2,3162650.0,2868.0,2868.0,6082.0
ID3922,0,3,2662150.0,2389.0,2389.0,6082.0
ID3922,1,1,1464970.0,14623.0,2924.6000000000004,6082.0
ID3922,1,2,1545450.0,15428.0,3085.6,6082.0
ID3922,1,3,1267180.0,12566.0,2513.2000000000003,6082.0
ID3935,0,1,2943700.0,2644.0,2644.0,7540.0
ID3935,0,2,4245450.0,3812.0,3812.0,7540.0
ID3935,0,3,3643150.0,3264.0,3264.0,7540.0
ID3935,1,1,1576820.0,15552.0,3110.4,7540.0
ID3935,1,2,1441590.0,14552.0,2910.4,7540.0
ID3935,1,3,1668330.0,16555.0,3311.0,7540.0
ID3946,0,1,3339650.0,3001.0,3001.0,4865.5
ID3946,0,2,2794650.0,2513.0,2513.0,4865.5
ID3946,0,3,4363750.0,3949.0,3949.0,4865.5
ID3946,1,1,3060400.0,30597.0,6119.4,4865.5
ID3946,1,2,2595990.0,25726.0,5145.2,4865.5
ID3946,1,3,2655630.0,26645.0,5329.0,4865.5
ID3948,0,1,1388350.0,1250.0,1250.0,2103.0
ID3948,0,2,851050.0,781.0,781.0,2103.0
ID3948,0,3,1295250.0,1173.0,1173.0,2103.0
ID3968,0,1,2617450.0,2369.0,2369.0,8664.0
ID3968,0,2,2046300.0,1879.0,1879.0,8664.0
ID3968,0,3,2645500.0,2392.0,2392.0,8664.0
ID3980,1,1,1087060.0,10814.0,2162.8,5216.0
ID3980,1,2,913920.0,8984.0,1796.8,5216.0
ID3980,1,3,1265090.0,12719.0,2543.8,5216.0
ID3985,0,1,4438050.0,4008.0,4008.0,4979.0
ID3985,0,2,4585450.0,4125.0,4125.0,4979.0
ID3985,0,3,3724050.0,3338.0,3338.0,4979.0
ID3985,1,1,2622600.0,26140.0,5228.0,4979.0
ID3985,1,2,2235980.0,21954.0,4390.8,4979.0
ID3985,1,3,2371960.0,23533.0,4706.6,4979.0
ID3999,0,1,3382300.0,3032.0,3032.0,8513.0
ID3999,0,2,3330750.0,2956.0,2956.0,8513.0
ID3999,0,3,2403950.0,2174.0,2174.0,8513.0
ID3999,1,1,1608830.0,16190.0,3238.0,8513.0
ID3999,1,2,1084760.0,11039.0,2207.8,8513.0
ID3999,1,3,1463180.0,14738.0,2947.6000000000004,8513.0
ID4003,0,1,1147600.0,1031.0,1031.0,3915.5
ID4003,0,2,1140800.0,1025.0,1025.0,3915.5
ID4003,0,3,1297550.0,1176.0,1176.0,3915.5
ID4003,1,1,1214150.0,12244.0,2448.8,3915.5
ID4003,1,2,1105180.0,11033.0,2206.6,3915.5
ID4003,1,3,1157730.0,11729.0,2345.8,3915.5
ID4005,1,1,604830.0,5928.0,1185.6,1996.0
ID4005,1,2,618020.0,6244.0,1248.8,1996.0
ID4005,1,3,639810.0,6426.0,1285.2,1996.0
ID4010,0,1,1361950.0,1235.0,1235.0,1829.0
ID4010,0,2,1009600.0,905.0,905.0,1829.0
ID4010,0,3,1439000.0,1286.0,1286.0,1829.0
ID4011,0,1,3095550.0,2800.0,2800.0,4589.0
ID4011,0,2,3495700.0,3167.0,3167.0,4589.0
ID4011,0,3,3255150.0,2948.0,2948.0,4589.0
ID4011,1,1,1239870.0,12449.0,2489.8,4589.0
ID4011,1,2,1451760.0,14384.0,2876.8,4589.0
ID4011,1,3,1275130.0,12777.0,2555.4,4589.0
ID4013,0,1,1054100.0,950.0,950.0,2637.0
ID4013,0,2,1188300.0,1068.0,1068.0,2637.0
ID4013,0,3,1088900.0,989.0,989.0,2637.0
ID4013,1,1,837390.0,8368.0,1673.6000000000001,2637.0
ID4013,1,2,930140.0,9487.0,1897.4,2637.0
ID4013,1,3,1101860.0,10985.0,2197.0,2637.0
ID4014,0,1,1348650.0,1220.0,1220.0,3864.0
ID4014,0,2,1199300.0,1087.0,1087.0,3864.0
ID4014,0,3,992550.0,885.0,885.0,3864.0
ID4014,1,1,880870.0,8809.0,1761.8000000000002,3864.0
ID4014,1,2,940510.0,9396.0,1879.2,3864.0
ID4014,1,3,729550.0,7380.0,1476.0,3864.0
ID4015,0,1,8666350.0,7825.0,7825.0,7786.5
ID4015,0,2,8924500.0,8079.0,8079.0,7786.5
ID4015,0,3,8604900.0,7711.0,7711.0,7786.5
ID4015,1,1,2656270.0,26564.0,5312.8,7786.5
ID4015,1,2,3069620.0,30580.0,6116.0,7786.5
ID4015,1,3,2810490.0,28366.0,5673.2,7786.5
ID4023,0,1,2987850.0,2685.0,2685.0,7984.0
ID4023,0,2,3509600.0,3159.0,3159.0,7984.0
ID4023,0,3,3368150.0,3007.0,3007.0,7984.0
ID4023,1,1,1721320.0,16985.0,3397.0,7984.0
ID4023,1,2,1722710.0,17333.0,3466.6,7984.0
ID4023,1,3,1038900.0,10236.0,2047.2,7984.0
ID4026,1,1,668420.0,6703.0,1340.6000000000001,306.0
ID4026,1,2,703940.0,7026.0,1405.2,306.0
ID4026,1,3,667620.0,6728.0,1345.6,306.0
ID4028,0,1,1185350.0,1064.0,1064.0,3650.0
ID4028,0,2,997500.0,911.0,911.0,3650.0
ID4028,0,3,981150.0,884.0,884.0,3650.0
ID4028,1,1,700420.0,7111.0,1422.2,3650.0
ID4028,1,2,893910.0,8893.0,1778.6000000000001,3650.0
ID4028,1,3,701400.0,7017.0,1403.4,3650.0
ID4030,0,1,1163700.0,1038.0,1038.0,1371.0
ID4030,0,2,1151450.0,1043.0,1043.0,1371.0
ID4030,0,3,1236350.0,1113.0,1113.0,1371.0
ID4030,1,1,699050.0,6961.0,1392.2,1371.0
ID4030,1,2,728200.0,7155.0,1431.0,1371.0
ID4030,1,3,973130.0,9643.0,1928.6000000000001,1371.0
ID4035,0,1,2346050.0,2092.0,2092.0,1460.0
ID4035,0,2,2319000.0,2090.0,2090.0,1460.0
ID4035,0,3,2249350.0,2033.0,2033.0,1460.0
ID4041,0,1,3286750.0,2956.0,2956.0,9276.0
ID4041,0,2,3610500.0,3250.0,3250.0,9276.0
ID4041,0,3,3321000.0,2989.0,2989.0,9276.0
ID4041,1,1,1109150.0,11122.0,2224.4,9276.0
ID4041,1,2,982530.0,10165.0,2033.0,9276.0
ID4041,1,3,1231660.0,12080.0,2416.0,9276.0
ID4057,0,1,1353450.0,1220.0,1220.0,1079.0
ID4057,0,2,1105800.0,997.0,997.0,1079.0
ID4057,0,3,1098300.0,993.0,993.0,1079.0
ID4057,1,1,918460.0,9059.0,1811.8000000000002,1079.0
ID4057,1,2,805120.0,8020.0,1604.0,1079.0
ID4057,1,3,930750.0,9275.0,1855.0000000000002,1079.0
ID4065,0,1,3495500.0,3141.0,3141.0,3181.0
ID4065,0,2,2464400.0,2214.0,2214.0,3181.0
ID4065,0,3,3358850.0,3031.0,3031.0,3181.0
ID4065,1,1,1084330.0,10902.0,2180.4,3181.0
ID4065,1,2,1476980.0,14735.0,2947.0,3181.0
ID4065,1,3,1438800.0,14416.0,2883.2,3181.0
ID4087,0,1,3109950.0,2821.0,2821.0,3967.0
ID4087,0,2,3589800.0,3255.0,3255.0,3967.0
ID4087,0,3,3819850.0,3453.0,3453.0,3967.0
ID4087,1,1,1450630.0,14566.0,2913.2,3967.0
ID4087,1,2,1574670.0,15645.0,3129.0,3967.0
ID4087,1,3,1450810.0,14792.0,2958.4,3967.0
ID4092,1,1,1084730.0,10656.0,2131.2,4738.0
ID4092,1,2,1201240.0,12113.0,2422.6,4738.0
ID4092,1,3,1190390.0,11995.0,2399.0,4738.0
ID4099,0,1,2668050.0,2426.0,2426.0,4443.0
ID4099,0,2,2720150.0,2445.0,2445.0,4443.0
ID4099,0,3,2597950.0,2332.0,2332.0,4443.0
ID4107,0,1,1073200.0,973.0,973.0,3240.0
ID4107,0,2,1083200.0,977.0,977.0,3240.0
ID4107,0,3,1202150.0,1083.0,1083.0,3240.0
ID4107,1,1,1087240.0,10972.0,2194.4,3240.0
ID4107,1,2,920660.0,9266.0,1853.2,3240.0
ID4107,1,3,753390.0,7601.0,1520.2,3240.0
ID4108,1,1,785200.0,7997.0,1599.4,4232.0
ID4108,1,2,1170580.0,11795.0,2359.0,4232.0
ID4108,1,3,1180430.0,11677.0,2335.4,4232.0
ID4109,1,1,1174000.0,11646.0,2329.2,3527.0
ID4109,1,2,1238160.0,12363.0,2472.6,3527.0
ID4109,1,3,1298530.0,13061.0,2612.2000000000003,3527.0
ID4119,0,1,1053500.0,947.0,947.0,3858.0
ID4119,0,2,1051800.0,939.0,939.0,3858.0
ID4119,0,3,1160250.0,1052.0,1052.0,3858.0
ID4119,1,1,795580.0,8050.0,1610.0,3858.0
ID4119,1,2,820810.0,8147.0,1629.4,3858.0
ID4119,1,3,749580.0,7578.0,1515.6000000000001,3858.0
ID4138,0,1,2661050.0,2389.0,2389.0,4582.0
ID4138,0,2,2138200.0,1951.0,1951.0,4582.0
ID4138,0,3,2670000.0,2415.0,2415.0,4582.0
ID4158,0,1,3227850.0,2903.0,2903.0,7058.0
ID4158,0,2,3683800.0,3297.0,3297.0,7058.0
ID4158,0,3,3414000.0,3099.0,3099.0,7058.0
ID4158,1,1,1737090.0,17454.0,3490.8,7058.0
ID4158,1,2,1262980.0,12811.0,2562.2,7058.0
ID4158,1,3,1612930.0,16334.0,3266.8,7058.0
ID4159,0,1,3148450.0,2816.0,2816.0,4762.0
ID4159,0,2,3839550.0,3489.0,3489.0,4762.0
ID4159,0,3,3015900.0,2715.0,2715.0,4762.0
ID4159,1,1,1495440.0,14883.0,2976.6,4762.0
ID4159,1,2,1123290.0,11229.0,2245.8,4762.0
ID4159,1,3,1481270.0,14622.0,2924.4,4762.0
ID4170,0,1,2999500.0,2714.0,2714.0,6332.0
ID4170,0,2,2304550.0,2054.0,2054.0,6332.0
ID4170,0,3,2303150.0,2059.0,2059.0,6332.0
ID4172,0,1,3023900.0,2764.0,2764.0,7065.0
ID4172,0,2,3411600.0,3044.0,3044.0,7065.0
ID4172,0,3,3679450.0,3287.0,3287.0,7065.0
ID4172,1,1,1472190.0,14824.0,2964.8,7065.0
ID4172,1,2,1449150.0,14328.0,2865.6,7065.0
ID4172,1,3,1644710.0,16332.0,3266.4,7065.0
ID4173,0,1,1192050.0,1079.0,1079.0,2895.0
ID4173,0,2,1223100.0,1101.0,1101.0,2895.0
ID4173,0,3,1148550.0,1036.0,1036.0,2895.0
ID4173,1,1,869240.0,8612.0,1722.4,2895.0
ID4173,1,2,898360.0,9005.0,1801.0000000000002,2895.0
ID4173,1,3,901230.0,9022.0,1804.4,2895.0
ID4176,0,1,2845800.0,2573.0,2573.0,1949.0
ID4176,0,2,2861000.0,2582.0,2582.0,1949.0
ID4176,0,3,2777700.0,2501.0,2501.0,1949.0
ID4179,0,1,2828500.0,2572.0,2572.0,1873.0
ID4179,0,2,2628350.0,2391.0,2391.0,1873.0
ID4179,0,3,2846050.0,2555.0,2555.0,1873.0
ID4192,1,1,927400.0,9239.0,1847.8000000000002,4090.0
ID4192,1,2,1354860.0,13737.0,2747.4,4090.0
ID4192,1,3,1341730.0,13309.0,2661.8,4090.0
ID4195,0,1,1133400.0,1024.0,1024.0,2804.0
ID4195,0,2,1152300.0,1041.0,1041.0,2804.0
ID4195,0,3,1163200.0,1050.0,1050.0,2804.0
ID4195,1,1,856910.0,8504.0,1700.8000000000002,2804.0
ID4195,1,2,958480.0,9591.0,1918.2,2804.0
ID4195,1,3,933120.0,9401.0,1880.2,2804.0
ID4205,0,1,1133150.0,1023.0,1023.0,1048.0
ID4205,0,2,923700.0,835.0,835.0,1048.0
ID4205,0,3,1187300.0,1070.0,1070.0,1048.0
ID4205,1,1,878870.0,8748.0,1749.6000000000001,1048.0
ID4205,1,2,1065290.0,10702.0,2140.4,1048.0
ID4205,1,3,834690.0,8485.0,1697.0,1048.0
ID4214,1,1,726630.0,7351.0,1470.2,864.0
ID4214,1,2,583750.0,5837.0,1167.4,864.0
ID4214,1,3,746530.0,7437.0,1487.4,864.0
ID4230,0,1,3182950.0,2921.0,2921.0,3957.0
ID4230,0,2,3458350.0,3080.0,3080.0,3957.0
ID4230,0,3,3664750.0,3274.0,3274.0,3957.0
ID4230,1,1,1482680.0,14961.0,2992.2000000000003,3957.0
ID4230,1,2,1466910.0,14809.0,2961.8,3957.0
ID4230,1,3,1233470.0,12189.0,2437.8,3957.0
ID4231,0,1,1213600.0,1095.0,1095.0,1814.0
ID4231,0,2,1132800.0,1030.0,1030.0,1814.0
